,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,context_annotations,created_at,id,public_metrics,tweet text,# likes,# retweets,# replies,# quotes,links,# Reactions,Countries from text,Link Text,Final Countries,Income Level
0,0,0,0,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-19 11:37:15+00:00,1.47E+18,"{'retweet_count': 61, 'reply_count': 48, 'like_count': 214, 'quote_count': 21}",A sixth child has died after wind lifted up a bouncy castle at a school event in Australia late last week,214,61,48,21,https://t.co/BoHm10V4YK,344,['Australia'],,['Australia'],[]
1,1,1,1,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '871795678447456256', 'name': 'The White House', 'description': 'Conversation from and about the White House, both as a destination and as political voice'}}]",2021-12-18 19:34:48+00:00,1.47E+18,"{'retweet_count': 170, 'reply_count': 315, 'like_count': 736, 'quote_count': 59}","Biden will make an Omicron-focused speech Tuesday, a White House official says, as US contends with rising Covid cases, deaths and hospitalizations ",736,170,315,59,https://t.co/DkNqzBWPUa,1280,['US'],,['United States'],[]
2,2,2,2,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-18 19:12:22+00:00,1.47E+18,"{'retweet_count': 278, 'reply_count': 163, 'like_count': 1031, 'quote_count': 73}","The Netherlands will impose strict lockdown measures to curb Omicron spread starting tomorrow, prime minister says ",1031,278,163,73,https://t.co/KUyAeKf1TH,1545,['Netherlands'],,['Netherlands'],[]
3,3,3,3,"[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-18 16:41:22+00:00,1.47E+18,"{'retweet_count': 389, 'reply_count': 113, 'like_count': 1021, 'quote_count': 56}",Paris cancels New Year’s fireworks display over the Champs-Elysées due to a renewed coronavirus surge. Follow live Covid updates ,1021,389,113,56,https://t.co/fHZKffuyby,1579,['Paris'],,['France'],[]
4,4,4,4,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1012379768786857985', 'name': 'Rahm Emanuel', 'description': 'Mayor of Chicago Rahm Emanuel'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1012379768786857985', 'name': 'Rahm Emanuel', 'description': 'Mayor of Chicago Rahm Emanuel'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '877326946253684737', 'name': 'United States Senate', 'description': 'United States Senate'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}]",2021-12-18 16:19:17+00:00,1.47E+18,"{'retweet_count': 122, 'reply_count': 92, 'like_count': 953, 'quote_count': 45}",Senate confirms Rahm Emanuel as US ambassador to Japan and more than three dozen other Biden nominees to ambassador posts ,953,122,92,45,https://t.co/S6TSfDZz5i,1212,"['US', 'Japan']",,"['United States', 'Japan']",[]
5,5,5,5,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-18 01:00:03+00:00,1.47E+18,"{'retweet_count': 234, 'reply_count': 168, 'like_count': 1557, 'quote_count': 31}","An appeals court says the Biden administration can enforce vaccine rules for large employers, lifting an order that had blocked them",1557,234,168,31,https://t.co/yEXvcxzd93,1990,[],,[''],[]
6,6,6,6,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597226729473', 'name': 'Non-profit'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10024011845', 'name': 'U.S. Marine Corps'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538847302041600', 'name': 'Community Health', 'description': 'Community Health'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '920768310152593408', 'name': 'Common Medication', 'description': 'Common Medication'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-18 00:45:51+00:00,1.47E+18,"{'retweet_count': 454, 'reply_count': 568, 'like_count': 3808, 'quote_count': 93}",The US Marine Corps has discharged 103 service members for refusing to take the Covid-19 vaccine,3808,454,568,93,https://t.co/hLLiYeFqJP,4923,['US'],,['United States'],[]
7,7,7,7,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752773120', 'name': 'Pharma'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032761422', 'name': 'Pfizer'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-17 21:21:35+00:00,1.47E+18,"{'retweet_count': 374, 'reply_count': 383, 'like_count': 776, 'quote_count': 151}","Pfizer says trials of its vaccine in children age 2-5 show it did not provide the expected immunity, and it is adding a third dose to the regimen",776,374,383,151,https://t.co/21poomdOcb,1684,[],,[''],[]
8,8,8,8,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1278685520197898240', 'name': 'Ghislaine Maxwell'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1278686104699285505', 'name': 'Jeffrey Epstein'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-17 21:12:18+00:00,1.47E+18,"{'retweet_count': 128, 'reply_count': 95, 'like_count': 311, 'quote_count': 24}","Ghislaine Maxwell, a close confidante of Jeffrey Epstein, says she will not take the stand to testify in her defense during her sex trafficking conspiracy trial",311,128,95,24,https://t.co/hRh0wnHbEF,558,[],,['United States'],[]
9,9,9,9,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-17 20:06:06+00:00,1.47E+18,"{'retweet_count': 58, 'reply_count': 31, 'like_count': 198, 'quote_count': 6}","At least 12 people have died in flash floods caused by heavy rains overnight in northern and northeastern Iraq, mayor says",198,58,31,6,https://t.co/ttWFPM4sW1,293,['Iraq'],,['Iraq'],[]
10,10,10,10,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-17 19:47:28+00:00,1.47E+18,"{'retweet_count': 429, 'reply_count': 342, 'like_count': 3945, 'quote_count': 102}",A US Capitol rioter gets 5 years in jail for throwing a fire extinguisher at police. It's the longest sentence for a Capitol rioter thus far.,3945,429,342,102,https://t.co/zHnuQBAZ8w,4818,['US'],,['United States'],[]
11,11,11,11,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596144668673', 'name': 'Airline'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026467901', 'name': 'Southwest Airlines'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10047963346', 'name': 'Reuters', 'description': 'Reuters'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1351995980367814656', 'name': 'Southwest Airlines - Wanna Get Away'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '849076200261603328', 'name': 'Air travel', 'description': 'Air travel'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '877326946253684737', 'name': 'United States Senate', 'description': 'United States Senate'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}]",2021-12-17 19:36:17+00:00,1.47E+18,"{'retweet_count': 213, 'reply_count': 136, 'like_count': 628, 'quote_count': 56}","Southwest Airlines CEO Gary Kelly tests positive for Covid-19 after appearing at a US Senate hearing on Wednesday, a spokesperson for the airline confirmed to Reuters",628,213,136,56,https://t.co/ZoplzdImL0,1033,[],,[''],[]
12,12,12,12,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-17 18:23:04+00:00,1.47E+18,"{'retweet_count': 147, 'reply_count': 152, 'like_count': 451, 'quote_count': 37}","Herschel Walker's campaign for Senate removed a false claim, which inaccurately said he graduated from the University of Georgia, from a website for his Senate bid, the Atlanta Journal Constitution reported",451,147,152,37,https://t.co/859gTWoHN0,787,[],,['United States'],[]
13,13,13,13,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-17 17:02:38+00:00,1.47E+18,"{'retweet_count': 59, 'reply_count': 80, 'like_count': 262, 'quote_count': 7}",Former police officer Kim Potter takes the stand in her trial on manslaughter charges in the killing of 20-year-old Black man Daunte Wright. Follow live updates:,262,59,80,7,https://t.co/rz0ikFMVS9,408,[],,[''],[]
14,14,14,14,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1008640155576496128', 'name': 'Roger Stone', 'description': 'Roger Stone'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1266467007987253248', 'name': 'George Floyd'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-17 16:56:09+00:00,1.47E+18,"{'retweet_count': 142, 'reply_count': 322, 'like_count': 513, 'quote_count': 52}",Trump ally Roger Stone met briefly with the committee investigating the Capitol riot and said afterward that he pleaded the Fifth to all questions ,513,142,322,52,https://t.co/6n5GaJY1rY,1029,[],,['United States'],[]
15,15,15,15,"[{'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1329443614888378368', 'name': 'Moderna Vaccine'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752773120', 'name': 'Pharma'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597222604800', 'name': 'Beauty/Hygiene'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10024011911', 'name': 'Johnson & Johnson'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032761422', 'name': 'Pfizer'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '850395585941086209', 'name': 'Beauty', 'description': 'Beauty'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",2021-12-17 01:34:40+00:00,1.47E+18,"{'retweet_count': 270, 'reply_count': 168, 'like_count': 730, 'quote_count': 41}",CDC officially updates its recommendation to say shots made by Moderna and Pfizer/BioNTech are now preferred over Johnson &amp; Johnson's vaccine due to new safety concerns ,730,270,168,41,https://t.co/ej7QXuyWHl,1209,['Moderna'],,['Brazil'],[]
16,16,16,16,"[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '877326946253684737', 'name': 'United States Senate', 'description': 'United States Senate'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}]",2021-12-16 23:46:56+00:00,1.47E+18,"{'retweet_count': 108, 'reply_count': 126, 'like_count': 339, 'quote_count': 62}",The Senate parliamentarian has rejected Democrats' third attempt to include immigration in their economic bill ,339,108,126,62,https://t.co/xLJy4J3JBN,635,[],,['Brazil'],[]
17,17,17,17,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 23:35:12+00:00,1.47E+18,"{'retweet_count': 167, 'reply_count': 98, 'like_count': 872, 'quote_count': 9}",The Department of Justice has asked the Supreme Court to reinstate a federal vaccine mandate for certain health care workers nationwide ,872,167,98,9,https://t.co/3ME112kMuZ,1146,[],,['Brazil'],[]
18,18,18,18,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 22:51:25+00:00,1.47E+18,"{'retweet_count': 203, 'reply_count': 113, 'like_count': 1112, 'quote_count': 15}",January 6 committee subpoenas a retired colonel who spread misinformation and circulated a document detailing ways to undermine the 2020 election,1112,203,113,15,https://t.co/D2FFW2UKB8,1443,[],,['Brazil'],[]
19,19,19,19,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 22:30:51+00:00,1.47E+18,"{'retweet_count': 526, 'reply_count': 134, 'like_count': 3501, 'quote_count': 69}",FDA will permanently allow US patients seeking abortion pills to receive them by mail ,3501,526,134,69,https://t.co/YyKo0NT9rQ,4230,['US'],,['United States'],[]
20,20,20,20,"[{'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1329443614888378368', 'name': 'Moderna Vaccine'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752773120', 'name': 'Pharma'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032761422', 'name': 'Pfizer'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",2021-12-16 20:46:10+00:00,1.47E+18,"{'retweet_count': 180, 'reply_count': 127, 'like_count': 592, 'quote_count': 39}",CDC vaccine advisers recommend giving Moderna and Pfizer's mRNA Covid-19 shots preference over J&amp;J's vaccine,592,180,127,39,https://t.co/d77ZT2F35f,938,[],,['United States'],[]
21,21,21,21,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 17:12:18+00:00,1.47E+18,"{'retweet_count': 149, 'reply_count': 232, 'like_count': 975, 'quote_count': 26}",President Biden signs into law the $2.5 trillion debt limit increase that passed Congress earlier this week,975,149,232,26,https://t.co/VkaCb1AXh3,1382,[],,['United States'],[]
22,22,22,22,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 16:30:20+00:00,1.47E+18,"{'retweet_count': 143, 'reply_count': 60, 'like_count': 824, 'quote_count': 10}",The remaining 12 missionaries kidnapped two months ago by an armed gang in Haiti have been released,824,143,60,10,https://t.co/9UuAaYtoZ6,1037,['Haiti'],,['Haiti'],[]
23,23,23,23,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 14:16:30+00:00,1.47E+18,"{'retweet_count': 114, 'reply_count': 80, 'like_count': 500, 'quote_count': 20}",Disgraced former McDonald's CEO Steve Easterbrook will repay more than $100 million in severance after settling a lawsuit brought by the fast food giant,500,114,80,20,https://t.co/lzRZZphnUX,714,[],,['Haiti'],[]
24,24,24,24,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 13:51:56+00:00,1.47E+18,"{'retweet_count': 432, 'reply_count': 104, 'like_count': 2383, 'quote_count': 55}",A request to expunge civil rights pioneer Claudette Colvin's juvenile record was granted decades after she was arrested for refusing to give her bus seat to a White person,2383,432,104,55,https://t.co/rSsl5Ke216,2974,[],,['Haiti'],[]
25,25,25,25,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 13:51:29+00:00,1.47E+18,"{'retweet_count': 222, 'reply_count': 339, 'like_count': 1796, 'quote_count': 89}",Vice President Harris plans to announce today a new administration push to remove lead pipes from homes and schools,1796,222,339,89,https://t.co/eeH4dVqcFe,2446,[],,['Haiti'],[]
26,26,26,26,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1308537393729826816', 'name': 'Typhoons'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 07:18:50+00:00,1.47E+18,"{'retweet_count': 117, 'reply_count': 47, 'like_count': 327, 'quote_count': 20}","Super Typhoon Rai slams into the Philippines, forcing tens of thousands to flee as flooding and landslides expected ",327,117,47,20,https://t.co/0JZZ549SmJ,511,['Philippines'],,['Philippines'],[]
27,27,27,27,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '849076200261603328', 'name': 'Air travel', 'description': 'Air travel'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 02:19:31+00:00,1.47E+18,"{'retweet_count': 228, 'reply_count': 68, 'like_count': 601, 'quote_count': 43}","Nine people were killed on Wednesday after a private aircraft crashed while making an emergency landing at Las Americas Airport in the Dominican Republic's capital Santo Domingo, according to the plane's operator, Helidosa Aviation Group",601,228,68,43,https://t.co/2xzTBXGZxB,940,['Dominican Republic'],,['Dominican Republic'],[]
28,28,28,28,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-16 00:28:53+00:00,1.47E+18,"{'retweet_count': 242, 'reply_count': 88, 'like_count': 713, 'quote_count': 38}","Winds gusting up to 107 mph have toppled semi-trucks, ripped off roofs, and shut down an interstate highway in the Plains",713,242,88,38,https://t.co/zbM58shESl,1081,[],,['Dominican Republic'],[]
29,29,29,29,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-12-15 22:00:54+00:00,1.47E+18,"{'retweet_count': 196, 'reply_count': 79, 'like_count': 632, 'quote_count': 19}",Canada issued a travel advisory to its citizens Wednesday asking that they avoid all nonessential international travel as the Omicron variant spreads throughout the world,632,196,79,19,https://t.co/64mvNHI33w,926,['Canada'],,['Canada'],[]
