,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,context_annotations,created_at,id,public_metrics,tweet text,# likes,# retweets,# replies,# quotes,links,# Reactions,Countries from text,Link Text,Final Countries,Income Level
1198,1198,1198,1198,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '998665458063560704', 'name': 'Greg Abbott', 'description': 'US Governor of Texas, Greg Abbott'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '998665458063560704', 'name': 'Greg Abbott', 'description': 'US Governor of Texas, Greg Abbott'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 22:48:53+00:00,1.42E+18,"{'retweet_count': 190, 'reply_count': 88, 'like_count': 911, 'quote_count': 9}",Texas judge temporarily blocks Gov. Greg Abbott from implementing an executive order targeting the transport of migrants who are released from custody ,911,190,88,9,https://t.co/cd61Xx0S1a,1198,['Texas'],,['United States'],[]
1199,1199,1199,1199,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '910293138056536064', 'name': 'Andrew Cuomo', 'description': 'Governor of New York, Andrew Cuomo'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '910293138056536064', 'name': 'Andrew Cuomo', 'description': 'Governor of New York, Andrew Cuomo'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 21:00:00+00:00,1.42E+18,"{'retweet_count': 395, 'reply_count': 432, 'like_count': 2484, 'quote_count': 142}",President Biden says Gov. Cuomo should resign after a report finds he sexually harassed multiple women ,2484,395,432,142,https://t.co/MbbNidKfO1,3453,[],,['United States'],[]
1200,1200,1200,1200,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 20:14:50+00:00,1.42E+18,"{'retweet_count': 108, 'reply_count': 85, 'like_count': 409, 'quote_count': 16}","The Biden administration is expected to announce new efforts to limit evictions, targeting areas with high spread of coronavirus, an official says ",409,108,85,16,https://t.co/W6EoBbfTSc,618,[],,['United States'],[]
1201,1201,1201,1201,"[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '943144105453936641', 'name': 'The Pentagon', 'description': 'Headquarters of the United States Department of Defense, the Pentagon'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 18:11:49+00:00,1.42E+18,"{'retweet_count': 492, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @CNNPolitics: JUST IN: Police officer dies in shooting outside the Pentagon building, law enforcement sources say ",0,492,0,0,https://t.co/hgGuq3Diw…,492,[],,[''],[]
1202,1202,1202,1202,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '910293138056536064', 'name': 'Andrew Cuomo', 'description': 'Governor of New York, Andrew Cuomo'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '910293138056536064', 'name': 'Andrew Cuomo', 'description': 'Governor of New York, Andrew Cuomo'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 17:29:47+00:00,1.42E+18,"{'retweet_count': 114, 'reply_count': 332, 'like_count': 391, 'quote_count': 62}","NY Gov. Cuomo denies conduct detailed in sexual harassment report, saying ""the facts are much different than what has been portrayed""",391,114,332,62,https://t.co/hmuazqdquf,899,[],,[''],[]
1203,1203,1203,1203,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '910293138056536064', 'name': 'Andrew Cuomo', 'description': 'Governor of New York, Andrew Cuomo'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '910293138056536064', 'name': 'Andrew Cuomo', 'description': 'Governor of New York, Andrew Cuomo'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 15:16:04+00:00,1.42E+18,"{'retweet_count': 350, 'reply_count': 344, 'like_count': 972, 'quote_count': 177}",New York's attorney general says report on Gov. Cuomo found he sexually harassed multiple women ,972,350,344,177,https://t.co/IVQHSJN6K8,1843,['New York'],,['United States'],[]
1204,1204,1204,1204,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 14:34:03+00:00,1.42E+18,"{'retweet_count': 910, 'reply_count': 539, 'like_count': 6331, 'quote_count': 501}","New York City will start requiring proof of vaccination to enter restaurants, gyms and other indoor spaces ",6331,910,539,501,https://t.co/IAe8CF16kK,8281,['New York City'],,['United States'],[]
1205,1205,1205,1205,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-03 12:30:49+00:00,1.42E+18,"{'retweet_count': 167, 'reply_count': 66, 'like_count': 347, 'quote_count': 25}","Two employees were injured during an early morning workplace shooting at a Smile Direct Club in Antioch, Tennessee. Officials say the suspected gunman was shot by police and remains in the hospital. ",347,167,66,25,https://t.co/CCThzPjWFA,605,"['Antioch', 'Tennessee']",,['United States'],[]
1206,1206,1206,1206,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10038636953', 'name': 'Lindsey Graham', 'description': 'Senator Lindsey Graham (SC)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10038636953', 'name': 'Lindsey Graham', 'description': 'Senator Lindsey Graham (SC)'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-02 19:44:07+00:00,1.42E+18,"{'retweet_count': 382, 'reply_count': 428, 'like_count': 2328, 'quote_count': 134}","Republican Sen. Lindsey Graham says he's tested positive for Covid after being vaccinated, and is certain he'd feel worse without the shot ",2328,382,428,134,https://t.co/OHXOWCw9mL,3272,[],,[''],[]
1207,1207,1207,1207,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '881893945545957377', 'name': 'Bill de Blasio', 'description': 'Mayor of New York City Bill de Blasio'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '881893945545957377', 'name': 'Bill de Blasio', 'description': 'Mayor of New York City Bill de Blasio'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-02 15:01:24+00:00,1.42E+18,"{'retweet_count': 159, 'reply_count': 197, 'like_count': 573, 'quote_count': 34}","New York City Mayor de Blasio strongly encourages vaccinated people to wear masks indoors, but stops short of reissuing a mandate ",573,159,197,34,https://t.co/YKrxNe0yWd,963,['New York City'],,['United States'],[]
1208,1208,1208,1208,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1410001684546215937', 'name': ""Women's Soccer: Semfinals - United States vs Canada""}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1415604019167260673', 'name': 'Tokyo 2020: Canada at the Olympic Games 🇨🇦'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392945361518403584', 'name': 'Olympic Soccer'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1410001666380681216', 'name': 'Tokyo Olympics - Soccer'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1415604019167260673', 'name': 'Tokyo 2020: Canada at the Olympic Games 🇨🇦'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '1400530139130130433', 'name': 'Canada Olympic Team'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-02 10:24:16+00:00,1.42E+18,"{'retweet_count': 98, 'reply_count': 227, 'like_count': 1029, 'quote_count': 21}",The US women's soccer team's path to Olympic gold closes after Canada wins the semifinal match,1029,98,227,21,https://t.co/OQ2Uc49GB1,1375,"['US', 'Canada']",,"['United States', 'Canada']",[]
1209,1209,1209,1209,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '892804580878057472', 'name': 'Chuck Schumer', 'description': 'Senator Chuck Schumer (NY)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '892804580878057472', 'name': 'Chuck Schumer', 'description': 'Senator Chuck Schumer (NY)'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-02 01:45:46+00:00,1.42E+18,"{'retweet_count': 157, 'reply_count': 150, 'like_count': 1058, 'quote_count': 9}",Senate Majority Leader Chuck Schumer announces that a bipartisan group of senators has finalized legislative text of the infrastructure bill ,1058,157,150,9,https://t.co/1Y1z86bV7X,1374,[],,['Canada'],[]
1210,1210,1210,1210,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607606', 'name': 'General Hospital', 'description': ""The wealthy Quartermaine family continues to be a looming presence in the town of Port Charles, with interests in much of the city's business. Characters come and go, but viewers can always count on at least one Quartermaine or Spencer to create havoc.""}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000621614', 'name': 'Days of our Lives', 'description': 'Set in the fictional Midwestern town of Salem, this long-running saga follows the lives, loves, triumphs and tragedies of the Horton, Brady, Kiriakis, Hernandez and DiMera families. Love stories, family troubles and suspenseful adventures embroil the denizens of Salem in every form of drama from flowering courtships, love triangles and unexpected wedding day reveals to custody battles, switched identities, murder investigations, lingering comas, mental illness, kidnappings, amnesia cases and more.'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-02 00:44:34+00:00,1.42E+18,"{'retweet_count': 141, 'reply_count': 95, 'like_count': 474, 'quote_count': 14}","Longtime soap opera actor Jay Pickett, best known for his roles on ""General Hospital,"" ""Days of Our Lives"" and ""Port Charles,"" has died at 60",474,141,95,14,https://t.co/hRZbwvK3a7,724,[],,['Canada'],[]
1211,1211,1211,1211,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1407828664981458949', 'name': 'Tokyo 2020 Summer Olympics (Limited Topics)'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1409998793848725506', 'name': ""Men's Track and Field: 🥇 Day 3""}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1046539629501902848', 'name': 'Track & field', 'description': 'Track & Field'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1390302799515185159', 'name': 'Olympic Track and field'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1409998792208781316', 'name': 'Tokyo Olympics - Athletics - Track & Field'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-01 13:17:20+00:00,1.42E+18,"{'retweet_count': 552, 'reply_count': 208, 'like_count': 4550, 'quote_count': 115}",Italy's Lamont Marcell Jacobs has been crowned the world's fastest man as he won the 100m title at the Tokyo Olympics,4550,552,208,115,https://t.co/iQ6W50Oc1t,5425,['Italy'],,['Italy'],[]
1212,1212,1212,1212,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1407828664981458949', 'name': 'Tokyo 2020 Summer Olympics (Limited Topics)'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1412640587254173697', 'name': ""Men's Swimming: 🥇 Day 9""}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1415603926489919489', 'name': 'Tokyo 2020: The United States at the Olympic Games 🇺🇸', 'description': 'Follow the latest updates from athletes, sports journalists and media as Team USA competes at the Tokyo Olympics'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1396833947426856960', 'name': 'Caeleb Dressel'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1282740577637785602', 'name': 'Water sports'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392946342394167301', 'name': 'Olympic Swimming'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1412640584410402817', 'name': 'Tokyo Olympics - Swimming'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1415603926489919489', 'name': 'Tokyo 2020: The United States at the Olympic Games 🇺🇸', 'description': 'Follow the latest updates from athletes, sports journalists and media as Team USA competes at the Tokyo Olympics'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '765574746096275459', 'name': 'USA Olympic Team', 'description': 'A league for all teams for all sports for the country: United States of America'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '1396833947426856960', 'name': 'Caeleb Dressel'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-01 03:06:29+00:00,1.42E+18,"{'retweet_count': 162, 'reply_count': 108, 'like_count': 1856, 'quote_count': 8}","Team USA wins the final swimming race of Tokyo 2020, setting a world record and giving Caeleb Dressel his fifth gold medal of these Olympics",1856,162,108,8,https://t.co/whasEtew9g,2134,['Tokyo'],,['Japan'],[]
1213,1213,1213,1213,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1412640587254173697', 'name': ""Men's Swimming: 🥇 Day 9""}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1282740577637785602', 'name': 'Water sports'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392946342394167301', 'name': 'Olympic Swimming'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1412640584410402817', 'name': 'Tokyo Olympics - Swimming'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-01 02:28:49+00:00,1.42E+18,"{'retweet_count': 100, 'reply_count': 42, 'like_count': 1078, 'quote_count': 6}","Swimmer Bobby Finke has won the men's 1500 meter freestyle, his second gold medal of the Tokyo Games",1078,100,42,6,https://t.co/TUomUhc0eX,1226,[],,[''],[]
1214,1214,1214,1214,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1407828664981458949', 'name': 'Tokyo 2020 Summer Olympics (Limited Topics)'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1412640587254173697', 'name': ""Men's Swimming: 🥇 Day 9""}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1396833947426856960', 'name': 'Caeleb Dressel'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1282740577637785602', 'name': 'Water sports'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392946342394167301', 'name': 'Olympic Swimming'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1412640584410402817', 'name': 'Tokyo Olympics - Swimming'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '1396833947426856960', 'name': 'Caeleb Dressel'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-01 01:47:19+00:00,1.42E+18,"{'retweet_count': 165, 'reply_count': 54, 'like_count': 2118, 'quote_count': 10}","American swimming star Caeleb Dressel set an Olympic record to win the men's 50 meter freestyle race, his fourth gold medal of Tokyo 2020",2118,165,54,10,https://t.co/b9QwiVgPwi,2347,['Tokyo'],,['Japan'],[]
1215,1215,1215,1215,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-08-01 00:49:03+00:00,1.42E+18,"{'retweet_count': 276, 'reply_count': 967, 'like_count': 1054, 'quote_count': 128}","Former President Trump's political organization raised $82 million during the first half of this year and entered July with $102 million in cash reserves, according to figures released by his team",1054,276,967,128,https://t.co/4UtaK29X3Z,2425,[],,['Japan'],[]
1216,1216,1216,1216,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1409998792925974531', 'name': ""Women's Track and Field: 🥇  Day 2""}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1046539629501902848', 'name': 'Track & field', 'description': 'Track & Field'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1390302799515185159', 'name': 'Olympic Track and field'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1409998792208781316', 'name': 'Tokyo Olympics - Athletics - Track & Field'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-07-31 14:24:30+00:00,1.42E+18,"{'retweet_count': 517, 'reply_count': 151, 'like_count': 4635, 'quote_count': 69}","Elaine Thompson-Herah set a new Olympic record as she won gold in the women's 100m. Jamaica swept the podium, also taking second and third.",4635,517,151,69,https://t.co/pBjeYy2yLr,5372,['Jamaica'],,['Jamaica'],[]
1217,1217,1217,1217,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1409998792925974531', 'name': ""Women's Track and Field: 🥇  Day 2""}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1205950864860446720', 'name': 'Dina Asher-Smith'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1046539629501902848', 'name': 'Track & field', 'description': 'Track & Field'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1285909132931817476', 'name': 'Sprinting'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1390302799515185159', 'name': 'Olympic Track and field'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1409998792208781316', 'name': 'Tokyo Olympics - Athletics - Track & Field'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '1205950864860446720', 'name': 'Dina Asher-Smith'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-07-31 14:07:30+00:00,1.42E+18,"{'retweet_count': 58, 'reply_count': 38, 'like_count': 290, 'quote_count': 6}",British sprinter Dina Asher-Smith has so far withdrawn from Olympics 200m race only. It is unclear if she will compete in any other events. (This tweet was reposted to correct Asher-Smith's status in the Games.),290,58,38,6,https://t.co/k3wnNW5CIj,392,[],,[''],[]
1218,1218,1218,1218,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1412640584406163457', 'name': ""Men's Swimming: 🥇 Day 8""}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1396833947426856960', 'name': 'Caeleb Dressel'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1282740577637785602', 'name': 'Water sports'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392946342394167301', 'name': 'Olympic Swimming'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1412640584410402817', 'name': 'Tokyo Olympics - Swimming'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '1396833947426856960', 'name': 'Caeleb Dressel'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",2021-07-31 09:49:34+00:00,1.42E+18,"{'retweet_count': 62, 'reply_count': 82, 'like_count': 819, 'quote_count': 6}",American Caeleb Dressel sets a world record and wins the 100-meter butterfly at the Olympics (this tweet was reposted to correct a typo),819,62,82,6,https://t.co/Umg1TeVsaV,969,[],,[''],[]
